file_hash	file_size	file_path
1bc240335dc8fc2cbb5497b5f4fde63e98fe728efb20b0d6dd37b629e3e10bf3	4295402	/Volumes/music/James Brown/James Brown-20 All-Time Greatest Hits!-1991/01 - I got you (I feel good).mp3
1bc240335dc8fc2cbb5497b5f4fde63e98fe728efb20b0d6dd37b629e3e10bf3	4295402	/Volumes/music/James Brown/The Very Best of James Brown/06 I got you (I feel good).mp3
97a14fd0016de959a0c0c8123b22a5670619f15d8360d79739210f14372bf493	2970229	/Volumes/music/James Brown/James Brown-Zaire soul-2000/James Brown - Zaire Soul -10 - Gimme Some More-Good Foot..mp3
97a14fd0016de959a0c0c8123b22a5670619f15d8360d79739210f14372bf493	2970229	/Volumes/music/James Brown/Live Zaire 1974/Gimme Some More - Good Foot.mp3
720761aa1cc74d2908a075cb33507dd8894746424b3cc4904fcbf844c75fce01	5114764	/Volumes/music/James Brown/At Studio 54 (Remastered)/10 Cold Sweat.mp3
720761aa1cc74d2908a075cb33507dd8894746424b3cc4904fcbf844c75fce01	5114764	/Volumes/music/James Brown/James Brown-At Studio 54-Remastered-2006/10-cold_sweat-[www.pctrecords.com].mp3
c29e1d06f9d0a8330e9cc5c06aca7dca3354ac13717309fde6c0657ab575ad6c	3168077	/Volumes/music/Dead Kennedys/Jello's_Revenge_Bootleg/Dead_Kennedys_-_Jello's_Revenge_Bootleg_Part_I_10-25-79_-_03_-_Chemical_Warfare.mp3
c29e1d06f9d0a8330e9cc5c06aca7dca3354ac13717309fde6c0657ab575ad6c	3168077	/Volumes/music/Dead Kennedys/Live_In_Los_Angeles/Dead_Kennedys_-_Live_In_Los_Angeles_-_03_-_Chemical_Warfare.mp3
e1becd42974a7f16967883ea056af94786dd7ee4f2e3ca9aa547d1edc09c3218	7845346	/Volumes/music/James Brown/James Brown-Make It Funky-The Big Payback-1971-1975-Cd 1/11 - Down And Out In New York City (Version With Spoken Intro).mp3
e1becd42974a7f16967883ea056af94786dd7ee4f2e3ca9aa547d1edc09c3218	7845346	/Volumes/music/James Brown/Make It Funky - The Big Payback/12 Down and Out In New York City.mp3
85a4c90ac4df72345a362d59c6cf4f1fff0592a4b370f3f2f5082bbf83aff66b	4361930	/Volumes/music/James Brown/James Brown-Messing with the blues-Cd 1/18 - The Bells ( Alternate ) .mp3
85a4c90ac4df72345a362d59c6cf4f1fff0592a4b370f3f2f5082bbf83aff66b	4361930	/Volumes/music/James Brown/Messing With The Blues/18 The Bells [#].mp3
60c538851ab0337d3aad1414fc9be1eb719d6af75eec4b4e20b25194fb07c9e6	12272787	/Volumes/music/James Brown/James Brown-Make It Funky-The Big Payback-1971-1975-Cd 1/09 - Don't Tell It (Complete Version).mp3
60c538851ab0337d3aad1414fc9be1eb719d6af75eec4b4e20b25194fb07c9e6	12272787	/Volumes/music/James Brown/Make It Funky - The Big Payback/10 Don't Tell It (complete versio.mp3
db939baad84df5e94f937bcbce79a1d479af83f43ba8a7fbefd2d29d3ae254e7	3680773	/Volumes/music/James Brown/James Brown-Zaire soul-2000/James Brown - Zaire Soul -02 - Soulpower..mp3
db939baad84df5e94f937bcbce79a1d479af83f43ba8a7fbefd2d29d3ae254e7	3680773	/Volumes/music/James Brown/Live Zaire, September 1974/Soulpower.mp3
d22b48d20c1b310eecf9993fed03af1c14f2c45021049264b0b4c8979ed60f89	6750350	/Volumes/music/Jimmy Cliff - 28 Album Collection/[2000] - Wonderful World (192 Kbps)/CD1/Jimmy Cliff-Peace.mp3
d22b48d20c1b310eecf9993fed03af1c14f2c45021049264b0b4c8979ed60f89	6750350	/Volumes/music/Jimmy Cliff - 28 Album Collection/[2000] - Wonderful World (192 Kbps)/CD2/Jimmy Cliff-Peace.mp3
bd911ac4d9311ef059634d18548927f315ed723fee81b4f34e8f9550edcfbb0e	7327526	/Volumes/music/James Brown/James Brown-20 All-Time Greatest Hits!-1991/19 - Get Up Offa That Thing.mp3
bd911ac4d9311ef059634d18548927f315ed723fee81b4f34e8f9550edcfbb0e	7327526	/Volumes/music/James Brown/The Very Best of James Brown/15 Get up offa that thing.mp3
51e543a5051232ba72c835d95a3af87392e78a0a190a7647fa5bfcce800e8902	22525238	/Volumes/music/James Brown/James Brown-Messing with the blues-Cd 2/01-Don't Deceive Me (Please Don't Go).mp3
51e543a5051232ba72c835d95a3af87392e78a0a190a7647fa5bfcce800e8902	22525238	/Volumes/music/James Brown/Messing With The Blues (disc 2)/01 Don't Deceive Me (Please Don't Go).mp3
277fa4cb764acc65d06d580537f9c658647ea4165a0bbc3d4dde26986fb28827	2069861	/Volumes/music/Dead Kennedys/Bedtime For Democracy/Dead_Kennedys_-_Bedtime_For_Democracy_-_02_-_Hop_With_The_Jet_Set.mp3
277fa4cb764acc65d06d580537f9c658647ea4165a0bbc3d4dde26986fb28827	2069861	/Volumes/music/Dead Kennedys/Never_Been_On_MTV_(Bootleg)/Dead_Kennedys_-_Never_Been_On_MTV_(Bootleg)_-_02_-_Hop_With_The_Jet_Set.mp3
98c46cd0a5d5cc5d7886460f5ab8dd043e1c3a1450bbd315549c919e84795e3a	10418303	/Volumes/music/James Brown/James Brown-Make It Funky-The Big Payback-1971-1975-Cd 1/03 - I'm A Greedy Man.mp3
98c46cd0a5d5cc5d7886460f5ab8dd043e1c3a1450bbd315549c919e84795e3a	10418303	/Volumes/music/James Brown/Make It Funky - The Big Payback/04 I'm A Greedy Man.mp3
37a2aecd23947d23a6e040ea3cf4b7c3cdd488b12a1944faa64bccbec9f9b603	3898627	/Volumes/music/James Brown/At Studio 54 (Remastered)/06 Papa's Got A Brand New Bag.mp3
37a2aecd23947d23a6e040ea3cf4b7c3cdd488b12a1944faa64bccbec9f9b603	3898627	/Volumes/music/James Brown/James Brown-At Studio 54-Remastered-2006/06-papas_got_a_brand_new_bag-[www.pctrecords.com].mp3
e277525cca3ae47dd318b019bd906bc5de320f650a99cd0f67964e79ae0a8b14	4074046	/Volumes/music/James Brown/James Brown-20 All-Time Greatest Hits!-1991/20 - Please Please Please.mp3
e277525cca3ae47dd318b019bd906bc5de320f650a99cd0f67964e79ae0a8b14	4074046	/Volumes/music/James Brown/The Very Best of James Brown/01 Please Please Please.mp3
40c7bec61e797243697b057372c9b81dbaebba2bc448bc7070213126f33d1e9b	4343371	/Volumes/music/James Brown/At Studio 54 (Remastered)/09 I Got The Feeling.mp3
40c7bec61e797243697b057372c9b81dbaebba2bc448bc7070213126f33d1e9b	4343371	/Volumes/music/James Brown/James Brown-At Studio 54-Remastered-2006/09-i_got_the_feeling-[www.pctrecords.com].mp3
a53b8b9f5c5b9d18d53bdda1eb5c06ba06275c2291f35e2fd28ca11bffe02dc6	7985697	/Volumes/music/James Brown/At Studio 54 (Remastered)/03 Body Heat.mp3
a53b8b9f5c5b9d18d53bdda1eb5c06ba06275c2291f35e2fd28ca11bffe02dc6	7985697	/Volumes/music/James Brown/James Brown-At Studio 54-Remastered-2006/03-body_heat-[www.pctrecords.com].mp3
7d313363a789173cd3ded2e17c1853ec1c170a9f78fd90a6303a6832e10643cb	4930798	/Volumes/music/James Brown/James Brown-Messing with the blues-Cd 2/11-Wonder When You're Coming Home.mp3
7d313363a789173cd3ded2e17c1853ec1c170a9f78fd90a6303a6832e10643cb	4930798	/Volumes/music/James Brown/Messing With The Blues (disc 2)/11 Wonder When You're Coming Home.mp3
d43fde07c45fc87a4482ea19e5ee4f37cfcdac2841f446ecf9a7f1dc3042813c	9913179	/Volumes/music/James Brown/James Brown-Zaire soul-2000/James Brown - Zaire Soul -13 - Sax Solo Maceo - Man's World..mp3
d43fde07c45fc87a4482ea19e5ee4f37cfcdac2841f446ecf9a7f1dc3042813c	9913179	/Volumes/music/James Brown/Live Zaire 1974/13 Sax Solo Maceo - Man's World.mp3
d8a22d6113832d8f8054feef1610a75aea51e0a0bb83a52f55865e68f1a8a1b1	8900736	/Volumes/music/1967-The Moody Blues - Days of Future Passed-1967/07 - The Night [Nights in White Satin].mp3
d8a22d6113832d8f8054feef1610a75aea51e0a0bb83a52f55865e68f1a8a1b1	8900736	/Volumes/music/The Moody Blues-1967-1993/1967-The Moody Blues - Days of Future Passed-1967/07 - The Night [Nights in White Satin].mp3
25f22aba3abfc8109941ffe830a3b3e2a397d4c171d3d6ef62cf8c8cbdbc38b5	6681271	/Volumes/music/James Brown/James Brown-Messing with the blues-Cd 2/09-Talk To Me, Talk To Me.mp3
25f22aba3abfc8109941ffe830a3b3e2a397d4c171d3d6ef62cf8c8cbdbc38b5	6681271	/Volumes/music/James Brown/Messing With The Blues (disc 2)/09 Talk To Me, Talk To Me.mp3
86945023b57a325e73314388cbbd98dc086bc12e40fb13a100b90d1a3e5c2baf	5959514	/Volumes/music/James Brown/James Brown-Make It Funky-The Big Payback-1971-1975-Cd 1/01 - Escape-ism.mp3
86945023b57a325e73314388cbbd98dc086bc12e40fb13a100b90d1a3e5c2baf	5959514	/Volumes/music/James Brown/Make It Funky - The Big Payback/02 Escape-ism.mp3
d5af59f0bd1d1d46bcaa3613175168eebfb8ef7ce925bc843b1ea27f1ff5c51a	15006955	/Volumes/music/James Brown/James Brown-Messing with the blues-Cd 2/10-Kansas City.mp3
d5af59f0bd1d1d46bcaa3613175168eebfb8ef7ce925bc843b1ea27f1ff5c51a	15006955	/Volumes/music/James Brown/Messing With The Blues (disc 2)/10 Kansas City.mp3
00f158df7b55074009568a685f52201f342397111008d4f21958819003af86f9	7336343	/Volumes/music/James Brown/James Brown-Make It Funky-The Big Payback-1971-1975-Cd 2/04 - World Of Soul.mp3
00f158df7b55074009568a685f52201f342397111008d4f21958819003af86f9	7336343	/Volumes/music/James Brown/Make It Funky - The Big Payback-1971-1975 (Disc 2)/04 World Of Soul.mp3
4a389b8a61da13b6751f8d856b043e496226d5761d314f22ac312b38b7a35db6	3226468	/Volumes/music/James Brown/James Brown-Zaire soul-2000/James Brown - Zaire Soul -17 - My Thang..mp3
4a389b8a61da13b6751f8d856b043e496226d5761d314f22ac312b38b7a35db6	3226468	/Volumes/music/James Brown/Live Zaire 1974/My Thang.mp3
fd23e24623c487c7028201b52c2917a47d0fe9f8a1977394bf9f7ecdc34dc90b	5400704	/Volumes/music/James Brown/James Brown-Messing with the blues-Cd 2/02-The Things That I Used To Do.mp3
fd23e24623c487c7028201b52c2917a47d0fe9f8a1977394bf9f7ecdc34dc90b	5400704	/Volumes/music/James Brown/Messing With The Blues (disc 2)/02 The Things That I Used To Do.mp3
07672ae7fe67323ca817cf30c500a212f5207d5767d9b99fd14c4bd6ccb30080	8392343	/Volumes/music/James Brown/James Brown-Zaire soul-2000/James Brown - Zaire Soul -01 - Intro-Payback..mp3
07672ae7fe67323ca817cf30c500a212f5207d5767d9b99fd14c4bd6ccb30080	8392343	/Volumes/music/James Brown/Live Zaire, September 1974/Intro - Payback.mp3
411ef238b5ce4e3bc9ac26c17e490a09fe4579dc8e1bbc66afd7a12d653d4e9d	6102732	/Volumes/music/James Brown/James Brown-Messing with the blues-Cd 1/15 - Goin' Home .mp3
411ef238b5ce4e3bc9ac26c17e490a09fe4579dc8e1bbc66afd7a12d653d4e9d	6102732	/Volumes/music/James Brown/Messing With The Blues/15 Goin' Home [#].mp3
9a0d567ffa00a2075aaf1ae90d4524e981a4c7a7df18617836d91568487d2b01	5567677	/Volumes/music/James Brown/James Brown-Make It Funky-The Big Payback-1971-1975-Cd 1/10 - I Got A Bag Of My Own.mp3
9a0d567ffa00a2075aaf1ae90d4524e981a4c7a7df18617836d91568487d2b01	5567677	/Volumes/music/James Brown/Make It Funky - The Big Payback/11 I Got a Bag Of My Own.mp3
4fdbfb7fdce76c2952fa9a3b7dcccdd557bb730ce6978aa537a334e158a42a92	7902369	/Volumes/music/James Brown/James Brown-Zaire soul-2000/James Brown - Zaire Soul -05 - Doing It To Death..mp3
4fdbfb7fdce76c2952fa9a3b7dcccdd557bb730ce6978aa537a334e158a42a92	7902369	/Volumes/music/James Brown/Live Zaire 1974/Doing It To Death.mp3
a85523b2a20ed7f8acb2fbf66ff70c7f24c032ec01463470a2343eb3c7ac9b51	7200382	/Volumes/music/James Brown/James Brown-Make It Funky-The Big Payback-1971-1975-Cd 2/06 - Coldblodded.mp3
a85523b2a20ed7f8acb2fbf66ff70c7f24c032ec01463470a2343eb3c7ac9b51	7200382	/Volumes/music/James Brown/Make It Funky - The Big Payback-1971-1975 (Disc 2)/06 Coldblodded.mp3
62f864e3f2d90e6f0834a59e4f70004c7828922eb5aa341cf1be9262108149f7	4184317	/Volumes/music/Dead Kennedys/Jello's_Revenge_Bootleg/Dead_Kennedys_-_Jello's_Revenge_Bootleg_Part_II_5-24-85_-_10_-_Goons_Of_Hazzard.mp3
62f864e3f2d90e6f0834a59e4f70004c7828922eb5aa341cf1be9262108149f7	4184317	/Volumes/music/Dead Kennedys/Never_Been_On_MTV_(Bootleg)/Dead_Kennedys_-_Never_Been_On_MTV_(Bootleg)_-_10_-_Goons_Of_Hazzard.mp3
e956312d7df125570305dbfbd6dd7e2e5a1e740d32c9c12bdd8a915c234453f9	4744382	/Volumes/music/Donny Osmond 18 LP-CD 1970s-2000s Discography/Donny Osmond - Donny Osmond '89 (UK) - 02 - Groove.mp3
e956312d7df125570305dbfbd6dd7e2e5a1e740d32c9c12bdd8a915c234453f9	4744382	/Volumes/music/Donny Osmond 18 LP-CD 1970s-2000s Discography/Donny Osmond - Donny Osmond '89 - 08 - Groove.mp3
1488956f79aac3ac08937bf7646cba1a1fa9e91a734eefb7be7cf485cd0c3a0b	3862489	/Volumes/music/Donny Osmond 18 LP-CD 1970s-2000s Discography/Donny Osmond - Donny Osmond '89 (UK) - 08 - Hold On.mp3
1488956f79aac3ac08937bf7646cba1a1fa9e91a734eefb7be7cf485cd0c3a0b	3862489	/Volumes/music/Donny Osmond 18 LP-CD 1970s-2000s Discography/Donny Osmond - Donny Osmond '89 - 10 - Hold On.mp3
ae8d55f29b9298d7f15e7e2a3e4ebdb2b1b1588655d462b8c3428f70239b1c78	10061824	/Volumes/music/1967-The Moody Blues - Days of Future Passed-1967/05 - The Afternoon - Forever Afternoon (Tuesday).mp3
ae8d55f29b9298d7f15e7e2a3e4ebdb2b1b1588655d462b8c3428f70239b1c78	10061824	/Volumes/music/The Moody Blues-1967-1993/1967-The Moody Blues - Days of Future Passed-1967/05 - The Afternoon - Forever Afternoon (Tuesday).mp3
642c9ebca4e000a6fdd5b9e866c515b40b4c3b42c5f7912ac8313ada70726401	3632077	/Volumes/music/James Brown/James Brown-Messing with the blues-Cd 1/02 - Don't Cry Baby .mp3
642c9ebca4e000a6fdd5b9e866c515b40b4c3b42c5f7912ac8313ada70726401	3632077	/Volumes/music/James Brown/Messing With The Blues/02 Don't Cry Baby [#].mp3
e2e8460d5555fe6190044decabd2432c17df5c82e384111d091340ce0a31c881	3384953	/Volumes/music/James Brown/James Brown-Messing with the blues-Cd 1/09 - Waiting In Vain .mp3
e2e8460d5555fe6190044decabd2432c17df5c82e384111d091340ce0a31c881	3384953	/Volumes/music/James Brown/Messing With The Blues/09 Waiting In Vain.mp3
06be6f67b504af7921b1151377bfb04f03e9624a93447409d24993cbfe6f8ac8	66031443	/Volumes/music/Miles Davis/Miles Davis   Live In Munich/Track 13.flac
06be6f67b504af7921b1151377bfb04f03e9624a93447409d24993cbfe6f8ac8	66031443	/Volumes/music/Miles Davis/Miles Davis   Munich 1988/Track 13.flac
e50a15b6715645f1256911334f597906dd5347693bbc9b25d69cd8a47a3918d4	3259792	/Volumes/music/Donny Osmond 18 LP-CD 1970s-2000s Discography/Donny Osmond - Donny Osmond '89 (UK) - 03 - Inner Rhythm.mp3
e50a15b6715645f1256911334f597906dd5347693bbc9b25d69cd8a47a3918d4	3259792	/Volumes/music/Donny Osmond 18 LP-CD 1970s-2000s Discography/Donny Osmond - Donny Osmond '89 - 04 - Inner Rhythm.mp3
d0b7a00cebe23a084363e9a4f68d31fb2ec66c4821ac71d7783fe31c23dcea06	4428990	/Volumes/music/James Brown/James Brown-Zaire soul-2000/James Brown - Zaire Soul -15 - For The Love Of Money..mp3
d0b7a00cebe23a084363e9a4f68d31fb2ec66c4821ac71d7783fe31c23dcea06	4428990	/Volumes/music/James Brown/Live Zaire 1974/For Yhe Love Of Money.mp3
1b8e181e0af5f8cbb6f70ea26e690a9c8ac71b355bf1068172eeed9a7d84852c	6707328	/Volumes/music/James Brown/James Brown-20 All-Time Greatest Hits!-1991/11 - Night Train.mp3
1b8e181e0af5f8cbb6f70ea26e690a9c8ac71b355bf1068172eeed9a7d84852c	6707328	/Volumes/music/James Brown/The Very Best of James Brown/03 Night train.mp3
ec49e11d061e97d05ebb4bac88e9097e2cbde2502862a0dc517a04a2ad4ff587	3605982	/Volumes/music/James Brown/James Brown-Messing with the blues-Cd 1/05 - Ain't Nobody Here But Us Chickens ( Alternate ) .mp3
ec49e11d061e97d05ebb4bac88e9097e2cbde2502862a0dc517a04a2ad4ff587	3605982	/Volumes/music/James Brown/Messing With The Blues/05 Ain't Nobody Here But Us Chickens [#].mp3
f5b59a81bd6f119860cabb23135025dd1be7cae0bd90a998a58eb90edba47af5	4627139	/Volumes/music/Donny Osmond 18 LP-CD 1970s-2000s Discography/Donny Osmond - Donny Osmond '89 (UK) - 01 - If It's Love That You Want.mp3
f5b59a81bd6f119860cabb23135025dd1be7cae0bd90a998a58eb90edba47af5	4627139	/Volumes/music/Donny Osmond 18 LP-CD 1970s-2000s Discography/Donny Osmond - Donny Osmond '89 - 02 - If It's Love That You Want.mp3
d6eaf00228bbbd68f3962915f24a20b1ced957f88f897414367d0751d46dbabd	4311352	/Volumes/music/James Brown/James Brown-20 All-Time Greatest Hits!-1991/16 - Say It Loud (I'm Black and I'm Proud), Pt. 1.mp3
d6eaf00228bbbd68f3962915f24a20b1ced957f88f897414367d0751d46dbabd	4311352	/Volumes/music/James Brown/The Very Best of James Brown/09 Say it loud I'm black and I'm proud.mp3
6d95935996bde3de0e441d2d463bfb028101f657d745206b63dd7d55d7dbd4d2	35583219	/Volumes/music/Miles Davis/Miles Davis   Live In Munich/Track 03.flac
6d95935996bde3de0e441d2d463bfb028101f657d745206b63dd7d55d7dbd4d2	35583219	/Volumes/music/Miles Davis/Miles Davis   Munich 1988/Track 03.flac
9c95b7511abd80711b78c757e5b069188abb604d55b00e9b8a93ee3183967f54	498933	/Volumes/music/RANDOM/ScotBrave.mp3
9c95b7511abd80711b78c757e5b069188abb604d55b00e9b8a93ee3183967f54	498933	/Volumes/music/ScotBrave.mp3
7634b49abd513f9de0eba4452fe7835f95290d2a510599eb54b8b77d7e352e3a	7985733	/Volumes/music/James Brown/James Brown-Zaire soul-2000/James Brown - Zaire Soul -07 - Sex Machine..mp3
7634b49abd513f9de0eba4452fe7835f95290d2a510599eb54b8b77d7e352e3a	7985733	/Volumes/music/James Brown/Live Zaire 1974/Sex Machine.mp3
b6198a6a4c5efc25ec9c0da8ed19dde351457fea10d1e3fa52fe855e042db505	3301927	/Volumes/music/James Brown/James Brown-20 All-Time Greatest Hits!-1991/07 - Papa's Got A Brand New Bag  PT 1.mp3
b6198a6a4c5efc25ec9c0da8ed19dde351457fea10d1e3fa52fe855e042db505	3301927	/Volumes/music/James Brown/The Very Best of James Brown/05 Papa's got a brand new bag.mp3
45cd14db469a6dab71af1b46c2667f41ec1dda23fab951422e8621175cf31c81	3565489	/Volumes/music/James Brown/James Brown-Zaire soul-2000/James Brown - Zaire Soul -16 - Payback (Reprise)..mp3
45cd14db469a6dab71af1b46c2667f41ec1dda23fab951422e8621175cf31c81	3565489	/Volumes/music/James Brown/Live Zaire 1974/Payback (Reprise).mp3
d7f301e5674e8a8c9310e713ca45116f84061ec4e7dfac2b223e54850f22f66e	4364346	/Volumes/music/James Brown/At Studio 54 (Remastered)/01 Gonna Have A Funky Good Time (Doing It To Death).mp3
d7f301e5674e8a8c9310e713ca45116f84061ec4e7dfac2b223e54850f22f66e	4364346	/Volumes/music/James Brown/James Brown-At Studio 54-Remastered-2006/01-gonna_have_a_funky_good_time_(doing_it_to_death)-[www.pctrecords.com].mp3
26767f0637832ac156c9cefb36f3b91bb59af28d2aff8c4e1ff8cc30ed76c34b	2546556	/Volumes/music/James Brown/James Brown-Zaire soul-2000/James Brown - Zaire Soul -03 - TheBoss..mp3
26767f0637832ac156c9cefb36f3b91bb59af28d2aff8c4e1ff8cc30ed76c34b	2546556	/Volumes/music/James Brown/Live Zaire, September 1974/The Boss.mp3
a04ff533dde744cad76c1807ca5af121ee32d43d95fd2334f490d37ac998a24e	12527744	/Volumes/music/James Brown/James Brown-Messing with the blues-Cd 2/12-Like It Is, Like Was (The Blues, continued).mp3
a04ff533dde744cad76c1807ca5af121ee32d43d95fd2334f490d37ac998a24e	12527744	/Volumes/music/James Brown/Messing With The Blues (disc 2)/12 Like It Is, Like Was (The Blues, continued).mp3
ad79ee0cfd3404694a7528f77f2c0ee1975371e4fd5c51cede575a14dd527c30	3510859	/Volumes/music/James Brown/James Brown-Messing with the blues-Cd 1/03 - Caldonia ( Version 1 ) .mp3
ad79ee0cfd3404694a7528f77f2c0ee1975371e4fd5c51cede575a14dd527c30	3510859	/Volumes/music/James Brown/Messing With The Blues/03 Caldonia [#].mp3
cd71cc34fc11bf4faa4fb4927d5000e94bcb8550209275764d75fcf0f32941fc	3024140	/Volumes/music/James Brown/James Brown-Make It Funky-The Big Payback-1971-1975-Cd 2/10 - I Feel Good.m4a
cd71cc34fc11bf4faa4fb4927d5000e94bcb8550209275764d75fcf0f32941fc	3024140	/Volumes/music/James Brown/Make It Funky - The Big Payback 1971-1975 (Disc 2)/2-10 I Feel Good.m4a
861f31c3608849dc6a7b9443a8b606a92b1a31d993114abe9a642262fdba69b4	9185233	/Volumes/music/James Brown/At Studio 54 (Remastered)/02 Get Up Offa That Thing.mp3
861f31c3608849dc6a7b9443a8b606a92b1a31d993114abe9a642262fdba69b4	9185233	/Volumes/music/James Brown/James Brown-At Studio 54-Remastered-2006/02-get_up_offa_that_thing-[www.pctrecords.com].mp3
caae8760a465fe42761c33d6ba4796b96c7e0046a596a2e0e0a3c712429a66df	4029254	/Volumes/music/Donny Osmond 18 LP-CD 1970s-2000s Discography/Donny Osmond - Donny Osmond '89 (UK) - 11 - My Secret Touch.mp3
caae8760a465fe42761c33d6ba4796b96c7e0046a596a2e0e0a3c712429a66df	4029254	/Volumes/music/Donny Osmond 18 LP-CD 1970s-2000s Discography/Donny Osmond - Donny Osmond '89 - 06 - My Secret Touch.mp3
5509e0739ba5e61e4d0b268f83d2a6dec5f516e020fe92d0d5522c1b187fdbb1	3961547	/Volumes/music/James Brown/James Brown-Zaire soul-2000/James Brown - Zaire Soul -18 - Say It Loud..mp3
5509e0739ba5e61e4d0b268f83d2a6dec5f516e020fe92d0d5522c1b187fdbb1	3961547	/Volumes/music/James Brown/Live Zaire 1974/Say It Loud.mp3
a053b115bd4bb142da1958b14e6e93421fa7fdf701c6923517fd9ed943d5dbbc	4007081	/Volumes/music/Dead Kennedys/Give_Me_Convenience_Or_Give_Me_Death/Dead_Kennedys_-_Give_Me_Convenience_Or_Give_Me_Death_-_09_-_I_Fought_The_Law.mp3
a053b115bd4bb142da1958b14e6e93421fa7fdf701c6923517fd9ed943d5dbbc	4007081	/Volumes/music/Dead Kennedys/Live_In_Los_Angeles/Dead_Kennedys_-_Live_In_Los_Angeles_-_09_-_I_Fought_The_Law.mp3
3d81fd376b90034319f23a22c6678f64e0b8d065c698ae78dbeff90203026066	6586368	/Volumes/music/1967-The Moody Blues - Days of Future Passed-1967/04 - Lunch Break-Peak Hour.mp3
3d81fd376b90034319f23a22c6678f64e0b8d065c698ae78dbeff90203026066	6586368	/Volumes/music/The Moody Blues-1967-1993/1967-The Moody Blues - Days of Future Passed-1967/04 - Lunch Break-Peak Hour.mp3
624b89ac8edf531c70036a4dacfe4f15de7be8b2b1f23a6f7e62f85408aa7ebc	63190983	/Volumes/music/Miles Davis/Miles Davis   Live In Munich/Track 06.flac
624b89ac8edf531c70036a4dacfe4f15de7be8b2b1f23a6f7e62f85408aa7ebc	63190983	/Volumes/music/Miles Davis/Miles Davis   Munich 1988/Track 06.flac
b27cd03e824b1008051dfd69db555c18468519730e63171d4a48d8c4c0fccbcb	4113770	/Volumes/music/James Brown/James Brown-Messing with the blues-Cd 1/17 - Kansas City ( '67 Alternate ) .mp3
b27cd03e824b1008051dfd69db555c18468519730e63171d4a48d8c4c0fccbcb	4113770	/Volumes/music/James Brown/Messing With The Blues/17 Kansas City [#].mp3
4f497cb5e60672bcf202393c2e09d4503973f51248cc499a0c8b7a5d647581a3	6500295	/Volumes/music/James Brown/At Studio 54 (Remastered)/05 Try Me.mp3
4f497cb5e60672bcf202393c2e09d4503973f51248cc499a0c8b7a5d647581a3	6500295	/Volumes/music/James Brown/James Brown-At Studio 54-Remastered-2006/05-try_me-[www.pctrecords.com].mp3
7e983926c7af1c3db8c50e166f956cc5500bef93d8285ab019f55433d9eee2a9	4109732	/Volumes/music/James Brown/At Studio 54 (Remastered)/11 Please, Please, Please.mp3
7e983926c7af1c3db8c50e166f956cc5500bef93d8285ab019f55433d9eee2a9	4109732	/Volumes/music/James Brown/James Brown-At Studio 54-Remastered-2006/11-please_please_please-[www.pctrecords.com].mp3
df5fc5f2d805d5eb089f82e7290970c9043f09d5c81a11b6b6da58462901f314	8929946	/Volumes/music/James Brown/James Brown-20 All-Time Greatest Hits!-1991/02 - Get up (i feel like being a) sex machine, pt. 1.mp3
df5fc5f2d805d5eb089f82e7290970c9043f09d5c81a11b6b6da58462901f314	8929946	/Volumes/music/James Brown/The Very Best of James Brown/10 Get up (I feel like being) a sex machine.mp3
11ba658c484c80d0acbe663a1832327f59aa0e5e856b805811c5c02aad20a930	5484205	/Volumes/music/James Brown/James Brown-Zaire soul-2000/James Brown - Zaire Soul -08 - Cold Sweat-I Can't Stand It..mp3
11ba658c484c80d0acbe663a1832327f59aa0e5e856b805811c5c02aad20a930	5484205	/Volumes/music/James Brown/Live Zaire 1974/Cold Sweat - I Can't Stand It.mp3
a9977a412beaab414f7d90b66441d13fa58eb86d315a1966f82536575f4b10e2	162666	/Volumes/music/KittymanChorus.m4a
a9977a412beaab414f7d90b66441d13fa58eb86d315a1966f82536575f4b10e2	162666	/Volumes/music/RANDOM/KittymanChorus.m4a
4b6b79de05fa133ec4e1cdc7f6765038a15ca1d3422c46a990c8a51b63bd016b	17646102	/Volumes/music/James Brown/James Brown-Make It Funky-The Big Payback-1971-1975-Cd 2/05 - Papa Don't Take No Mess.mp3
4b6b79de05fa133ec4e1cdc7f6765038a15ca1d3422c46a990c8a51b63bd016b	17646102	/Volumes/music/James Brown/Make It Funky - The Big Payback-1971-1975 (Disc 2)/05 Papa Don't Take No Mess.mp3
10102dfea1cc9ef9e5f963afe3fd11947b3e15353871c150b0473868f9434501	10130356	/Volumes/music/James Brown/At Studio 54 (Remastered)/04 Sex Machine.mp3
10102dfea1cc9ef9e5f963afe3fd11947b3e15353871c150b0473868f9434501	10130356	/Volumes/music/James Brown/James Brown-At Studio 54-Remastered-2006/04-sex_machine-[www.pctrecords.com].mp3
ffc27729d7d6a38e4bb23094d186e93e1762e301113251f1079e0a21ad192d79	2705247	/Volumes/music/James Brown/James Brown-Messing with the blues-Cd 1/16 - Have Mercy Baby .mp3
ffc27729d7d6a38e4bb23094d186e93e1762e301113251f1079e0a21ad192d79	2705247	/Volumes/music/James Brown/Messing With The Blues/16 Have Mercy Baby.mp3
